x,y,z
2.000000000000000000e+02,2.960000000000000000e+02,8.853948116302490234e-01
2.620000000000000000e+02,2.960000000000000000e+02,8.468709588050842285e-01
3.240000000000000000e+02,2.960000000000000000e+02,8.870189189910888672e-01
3.860000000000000000e+02,2.960000000000000000e+02,8.837912678718566895e-01
4.480000000000000000e+02,2.960000000000000000e+02,8.869665265083312988e-01
5.100000000000000000e+02,2.960000000000000000e+02,8.676225543022155762e-01
5.720000000000000000e+02,2.960000000000000000e+02,8.691759705543518066e-01
6.340000000000000000e+02,2.960000000000000000e+02,8.759214282035827637e-01
6.960000000000000000e+02,2.960000000000000000e+02,8.454254269599914551e-01
7.580000000000000000e+02,2.960000000000000000e+02,8.211033344268798828e-01
8.200000000000000000e+02,2.960000000000000000e+02,8.083013892173767090e-01
8.820000000000000000e+02,2.960000000000000000e+02,8.179926276206970215e-01
9.440000000000000000e+02,2.960000000000000000e+02,8.110464215278625488e-01
1.006000000000000000e+03,2.960000000000000000e+02,8.002213835716247559e-01
2.000000000000000000e+02,3.120000000000000000e+02,8.711558580398559570e-01
2.620000000000000000e+02,3.120000000000000000e+02,8.672475218772888184e-01
3.240000000000000000e+02,3.120000000000000000e+02,8.990721106529235840e-01
3.860000000000000000e+02,3.120000000000000000e+02,8.832877874374389648e-01
4.480000000000000000e+02,3.120000000000000000e+02,8.825013637542724609e-01
5.100000000000000000e+02,3.120000000000000000e+02,8.713709115982055664e-01
5.720000000000000000e+02,3.120000000000000000e+02,8.618523478507995605e-01
6.340000000000000000e+02,3.120000000000000000e+02,8.481073975563049316e-01
6.960000000000000000e+02,3.120000000000000000e+02,8.302227854728698730e-01
7.580000000000000000e+02,3.120000000000000000e+02,8.372890949249267578e-01
8.200000000000000000e+02,3.120000000000000000e+02,8.024629354476928711e-01
8.820000000000000000e+02,3.120000000000000000e+02,8.097196221351623535e-01
9.440000000000000000e+02,3.120000000000000000e+02,8.367721438407897949e-01
1.006000000000000000e+03,3.120000000000000000e+02,7.407342791557312012e-01
1.068000000000000000e+03,3.120000000000000000e+02,7.401719093322753906e-01
2.000000000000000000e+02,3.280000000000000000e+02,8.476074337959289551e-01
2.620000000000000000e+02,3.280000000000000000e+02,8.561989665031433105e-01
3.240000000000000000e+02,3.280000000000000000e+02,8.979179263114929199e-01
3.860000000000000000e+02,3.280000000000000000e+02,8.730978965759277344e-01
4.480000000000000000e+02,3.280000000000000000e+02,8.878594040870666504e-01
5.100000000000000000e+02,3.280000000000000000e+02,8.673540353775024414e-01
5.720000000000000000e+02,3.280000000000000000e+02,8.595998883247375488e-01
6.340000000000000000e+02,3.280000000000000000e+02,8.412546515464782715e-01
6.960000000000000000e+02,3.280000000000000000e+02,8.307206630706787109e-01
7.580000000000000000e+02,3.280000000000000000e+02,8.163393139839172363e-01
8.200000000000000000e+02,3.280000000000000000e+02,8.019562363624572754e-01
8.820000000000000000e+02,3.280000000000000000e+02,7.955107688903808594e-01
9.440000000000000000e+02,3.280000000000000000e+02,7.733010053634643555e-01
1.006000000000000000e+03,3.280000000000000000e+02,7.332159280776977539e-01
2.000000000000000000e+02,3.440000000000000000e+02,7.392365336418151855e-01
2.620000000000000000e+02,3.440000000000000000e+02,8.709493279457092285e-01
3.240000000000000000e+02,3.440000000000000000e+02,9.051061272621154785e-01
3.860000000000000000e+02,3.440000000000000000e+02,8.842083811759948730e-01
4.480000000000000000e+02,3.440000000000000000e+02,8.781098127365112305e-01
5.100000000000000000e+02,3.440000000000000000e+02,8.750339746475219727e-01
5.720000000000000000e+02,3.440000000000000000e+02,8.593115806579589844e-01
6.340000000000000000e+02,3.440000000000000000e+02,8.319276571273803711e-01
6.960000000000000000e+02,3.440000000000000000e+02,8.258445262908935547e-01
7.580000000000000000e+02,3.440000000000000000e+02,8.157806992530822754e-01
8.200000000000000000e+02,3.440000000000000000e+02,7.998511791229248047e-01
9.440000000000000000e+02,3.440000000000000000e+02,7.599272727966308594e-01
1.006000000000000000e+03,3.440000000000000000e+02,7.516762614250183105e-01
1.068000000000000000e+03,3.440000000000000000e+02,7.800962328910827637e-01
2.000000000000000000e+02,3.600000000000000000e+02,8.455294966697692871e-01
2.620000000000000000e+02,3.600000000000000000e+02,8.510801792144775391e-01
3.240000000000000000e+02,3.600000000000000000e+02,8.798984289169311523e-01
3.860000000000000000e+02,3.600000000000000000e+02,8.846814036369323730e-01
4.480000000000000000e+02,3.600000000000000000e+02,8.750569224357604980e-01
5.100000000000000000e+02,3.600000000000000000e+02,8.677038550376892090e-01
5.720000000000000000e+02,3.600000000000000000e+02,8.642979264259338379e-01
6.340000000000000000e+02,3.600000000000000000e+02,8.480594158172607422e-01
6.960000000000000000e+02,3.600000000000000000e+02,8.299636244773864746e-01
7.580000000000000000e+02,3.600000000000000000e+02,8.302041888236999512e-01
8.200000000000000000e+02,3.600000000000000000e+02,8.199720978736877441e-01
8.820000000000000000e+02,3.600000000000000000e+02,7.872452735900878906e-01
9.440000000000000000e+02,3.600000000000000000e+02,7.668744921684265137e-01
1.006000000000000000e+03,3.600000000000000000e+02,7.771415710449218750e-01
2.000000000000000000e+02,3.760000000000000000e+02,8.445731401443481445e-01
2.620000000000000000e+02,3.760000000000000000e+02,8.586412072181701660e-01
3.240000000000000000e+02,3.760000000000000000e+02,8.782948851585388184e-01
3.860000000000000000e+02,3.760000000000000000e+02,8.670403361320495605e-01
4.480000000000000000e+02,3.760000000000000000e+02,8.576899766921997070e-01
5.100000000000000000e+02,3.760000000000000000e+02,8.680262565612792969e-01
5.720000000000000000e+02,3.760000000000000000e+02,8.485671877861022949e-01
6.340000000000000000e+02,3.760000000000000000e+02,8.444582223892211914e-01
6.960000000000000000e+02,3.760000000000000000e+02,8.348320126533508301e-01
7.580000000000000000e+02,3.760000000000000000e+02,8.328307271003723145e-01
8.200000000000000000e+02,3.760000000000000000e+02,7.927712798118591309e-01
8.820000000000000000e+02,3.760000000000000000e+02,8.054108619689941406e-01
9.440000000000000000e+02,3.760000000000000000e+02,7.357099056243896484e-01
3.240000000000000000e+02,3.920000000000000000e+02,8.747375607490539551e-01
3.860000000000000000e+02,3.920000000000000000e+02,7.810592651367187500e-01
4.480000000000000000e+02,3.920000000000000000e+02,8.635079264640808105e-01
5.100000000000000000e+02,3.920000000000000000e+02,8.717977404594421387e-01
5.720000000000000000e+02,3.920000000000000000e+02,8.573474287986755371e-01
6.340000000000000000e+02,3.920000000000000000e+02,8.471088409423828125e-01
6.960000000000000000e+02,3.920000000000000000e+02,8.239828348159790039e-01
7.580000000000000000e+02,3.920000000000000000e+02,8.006749153137207031e-01
8.200000000000000000e+02,3.920000000000000000e+02,7.866377234458923340e-01
8.820000000000000000e+02,3.920000000000000000e+02,7.569362521171569824e-01
3.240000000000000000e+02,4.080000000000000000e+02,8.795324563980102539e-01
3.860000000000000000e+02,4.080000000000000000e+02,8.728498816490173340e-01
4.480000000000000000e+02,4.080000000000000000e+02,8.648514747619628906e-01
5.100000000000000000e+02,4.080000000000000000e+02,8.579820990562438965e-01
5.720000000000000000e+02,4.080000000000000000e+02,8.594379425048828125e-01
6.340000000000000000e+02,4.080000000000000000e+02,8.544735908508300781e-01
6.960000000000000000e+02,4.080000000000000000e+02,8.078733086585998535e-01
7.580000000000000000e+02,4.080000000000000000e+02,8.039025068283081055e-01
8.200000000000000000e+02,4.080000000000000000e+02,7.989315986633300781e-01
8.820000000000000000e+02,4.080000000000000000e+02,7.759001255035400391e-01
3.240000000000000000e+02,4.240000000000000000e+02,8.645833730697631836e-01
3.860000000000000000e+02,4.240000000000000000e+02,8.973947763442993164e-01
4.480000000000000000e+02,4.240000000000000000e+02,8.599097728729248047e-01
