x,y,z
6.340000000000000000e+02,3.760000000000000000e+02,1.106137871742248535e+00
6.960000000000000000e+02,3.760000000000000000e+02,1.047948479652404785e+00
7.580000000000000000e+02,3.760000000000000000e+02,8.782179355621337891e-01
8.200000000000000000e+02,3.760000000000000000e+02,8.672689199447631836e-01
5.100000000000000000e+02,3.920000000000000000e+02,1.234829425811767578e+00
5.720000000000000000e+02,3.920000000000000000e+02,1.152311205863952637e+00
6.340000000000000000e+02,3.920000000000000000e+02,1.094340562820434570e+00
6.960000000000000000e+02,3.920000000000000000e+02,1.161456227302551270e+00
7.580000000000000000e+02,3.920000000000000000e+02,9.772760868072509766e-01
8.200000000000000000e+02,3.920000000000000000e+02,9.561557173728942871e-01
4.480000000000000000e+02,4.080000000000000000e+02,1.289212465286254883e+00
5.100000000000000000e+02,4.080000000000000000e+02,1.230339050292968750e+00
5.720000000000000000e+02,4.080000000000000000e+02,1.200233936309814453e+00
6.340000000000000000e+02,4.080000000000000000e+02,1.091845273971557617e+00
6.960000000000000000e+02,4.080000000000000000e+02,1.016478061676025391e+00
7.580000000000000000e+02,4.080000000000000000e+02,9.522015452384948730e-01
4.480000000000000000e+02,4.240000000000000000e+02,1.248027086257934570e+00
5.100000000000000000e+02,4.240000000000000000e+02,1.248407840728759766e+00
5.720000000000000000e+02,4.240000000000000000e+02,1.099490880966186523e+00
6.340000000000000000e+02,4.240000000000000000e+02,9.693287014961242676e-01
6.960000000000000000e+02,4.240000000000000000e+02,1.011593818664550781e+00
3.860000000000000000e+02,4.400000000000000000e+02,1.227184414863586426e+00
5.100000000000000000e+02,4.400000000000000000e+02,1.240798950195312500e+00
5.720000000000000000e+02,4.400000000000000000e+02,1.132362842559814453e+00
6.340000000000000000e+02,4.400000000000000000e+02,9.823123812675476074e-01
6.960000000000000000e+02,4.400000000000000000e+02,9.932625293731689453e-01
3.240000000000000000e+02,4.560000000000000000e+02,1.531813144683837891e+00
4.480000000000000000e+02,4.560000000000000000e+02,1.353744029998779297e+00
5.100000000000000000e+02,4.560000000000000000e+02,1.238608598709106445e+00
6.340000000000000000e+02,4.560000000000000000e+02,1.130365729331970215e+00
6.960000000000000000e+02,4.560000000000000000e+02,9.886986613273620605e-01
5.100000000000000000e+02,4.720000000000000000e+02,1.241595029830932617e+00
5.720000000000000000e+02,4.720000000000000000e+02,1.087105154991149902e+00
6.960000000000000000e+02,4.720000000000000000e+02,9.830126762390136719e-01
3.240000000000000000e+02,4.880000000000000000e+02,2.189521074295043945e+00
5.100000000000000000e+02,4.880000000000000000e+02,1.229673027992248535e+00
5.720000000000000000e+02,4.880000000000000000e+02,9.722723364830017090e-01
6.960000000000000000e+02,4.880000000000000000e+02,9.872046709060668945e-01
5.100000000000000000e+02,5.040000000000000000e+02,1.199676632881164551e+00
5.720000000000000000e+02,5.040000000000000000e+02,9.957060217857360840e-01
6.340000000000000000e+02,5.040000000000000000e+02,9.143049716949462891e-01
6.960000000000000000e+02,5.040000000000000000e+02,1.013083934783935547e+00
