x,y,z
6.340000000000000000e+02,3.760000000000000000e+02,8.155955672264099121e-01
6.960000000000000000e+02,3.760000000000000000e+02,8.212211132049560547e-01
7.580000000000000000e+02,3.760000000000000000e+02,8.167161345481872559e-01
8.200000000000000000e+02,3.760000000000000000e+02,7.940424084663391113e-01
8.820000000000000000e+02,3.760000000000000000e+02,7.919400930404663086e-01
9.440000000000000000e+02,3.760000000000000000e+02,7.886383533477783203e-01
1.006000000000000000e+03,3.760000000000000000e+02,6.743444800376892090e-01
4.480000000000000000e+02,3.920000000000000000e+02,7.987972497940063477e-01
5.100000000000000000e+02,3.920000000000000000e+02,8.441980481147766113e-01
5.720000000000000000e+02,3.920000000000000000e+02,8.302554488182067871e-01
6.340000000000000000e+02,3.920000000000000000e+02,8.065959215164184570e-01
6.960000000000000000e+02,3.920000000000000000e+02,8.359010219573974609e-01
7.580000000000000000e+02,3.920000000000000000e+02,8.174369335174560547e-01
8.200000000000000000e+02,3.920000000000000000e+02,8.105409145355224609e-01
8.820000000000000000e+02,3.920000000000000000e+02,8.099730610847473145e-01
9.440000000000000000e+02,3.920000000000000000e+02,7.870306372642517090e-01
4.480000000000000000e+02,4.080000000000000000e+02,8.265751004219055176e-01
5.100000000000000000e+02,4.080000000000000000e+02,8.427652716636657715e-01
5.720000000000000000e+02,4.080000000000000000e+02,8.257935047149658203e-01
6.340000000000000000e+02,4.080000000000000000e+02,8.435563445091247559e-01
6.960000000000000000e+02,4.080000000000000000e+02,8.065137267112731934e-01
7.580000000000000000e+02,4.080000000000000000e+02,8.356257081031799316e-01
8.200000000000000000e+02,4.080000000000000000e+02,8.119674921035766602e-01
8.820000000000000000e+02,4.080000000000000000e+02,8.071639537811279297e-01
9.440000000000000000e+02,4.080000000000000000e+02,7.770626544952392578e-01
5.100000000000000000e+02,4.240000000000000000e+02,7.249034643173217773e-01
5.720000000000000000e+02,4.240000000000000000e+02,8.461978435516357422e-01
6.340000000000000000e+02,4.240000000000000000e+02,8.220130801200866699e-01
6.960000000000000000e+02,4.240000000000000000e+02,8.190084099769592285e-01
7.580000000000000000e+02,4.240000000000000000e+02,7.919207811355590820e-01
8.820000000000000000e+02,4.240000000000000000e+02,7.907873392105102539e-01
4.480000000000000000e+02,4.400000000000000000e+02,8.217642307281494141e-01
5.100000000000000000e+02,4.400000000000000000e+02,8.365593552589416504e-01
5.720000000000000000e+02,4.400000000000000000e+02,8.149449229240417480e-01
6.340000000000000000e+02,4.400000000000000000e+02,8.057062625885009766e-01
6.960000000000000000e+02,4.400000000000000000e+02,8.321346044540405273e-01
7.580000000000000000e+02,4.400000000000000000e+02,8.132567405700683594e-01
8.200000000000000000e+02,4.400000000000000000e+02,8.066694736480712891e-01
5.720000000000000000e+02,4.560000000000000000e+02,8.047186136245727539e-01
6.340000000000000000e+02,4.560000000000000000e+02,8.268089294433593750e-01
6.960000000000000000e+02,4.560000000000000000e+02,7.927905917167663574e-01
7.580000000000000000e+02,4.560000000000000000e+02,7.910575866699218750e-01
8.200000000000000000e+02,4.560000000000000000e+02,7.858859896659851074e-01
9.440000000000000000e+02,4.560000000000000000e+02,7.648708224296569824e-01
4.480000000000000000e+02,4.720000000000000000e+02,8.526011705398559570e-01
5.100000000000000000e+02,4.720000000000000000e+02,8.359617590904235840e-01
6.960000000000000000e+02,4.720000000000000000e+02,8.035323619842529297e-01
7.580000000000000000e+02,4.720000000000000000e+02,8.051033616065979004e-01
5.720000000000000000e+02,4.880000000000000000e+02,8.534572124481201172e-01
6.960000000000000000e+02,4.880000000000000000e+02,7.937246561050415039e-01
7.580000000000000000e+02,4.880000000000000000e+02,8.253613114356994629e-01
8.820000000000000000e+02,4.880000000000000000e+02,7.983639240264892578e-01
4.480000000000000000e+02,5.040000000000000000e+02,8.111725449562072754e-01
6.340000000000000000e+02,5.040000000000000000e+02,8.036334514617919922e-01
6.960000000000000000e+02,5.040000000000000000e+02,7.813605666160583496e-01
