x,y,z
4.480000000000000000e+02,4.720000000000000000e+02,1.261680126190185547e+00
5.100000000000000000e+02,4.720000000000000000e+02,1.145005702972412109e+00
5.720000000000000000e+02,4.720000000000000000e+02,1.051207423210144043e+00
6.340000000000000000e+02,4.720000000000000000e+02,1.093349099159240723e+00
4.480000000000000000e+02,4.880000000000000000e+02,1.269250392913818359e+00
5.100000000000000000e+02,4.880000000000000000e+02,1.107507586479187012e+00
5.720000000000000000e+02,4.880000000000000000e+02,1.107313632965087891e+00
6.340000000000000000e+02,4.880000000000000000e+02,1.127351522445678711e+00
6.960000000000000000e+02,4.880000000000000000e+02,1.010377168655395508e+00
4.480000000000000000e+02,5.040000000000000000e+02,1.259418249130249023e+00
5.100000000000000000e+02,5.040000000000000000e+02,1.137392163276672363e+00
5.720000000000000000e+02,5.040000000000000000e+02,1.092372775077819824e+00
6.340000000000000000e+02,5.040000000000000000e+02,1.141161561012268066e+00
6.960000000000000000e+02,5.040000000000000000e+02,1.030587434768676758e+00
